heart_rate,calories_burned,sleep_hours,steps_walked,stress_level,posture_score,joint_flexibility,repetition_count,motion_type,shift_hours,night_shift,overtime_hours,risk_class
80,3905,9.0,16781,0,64,141,306,sitting,11,0,0,0
113,3266,8.4,7837,6,34,46,413,walking,10,1,2,1
62,3558,7.4,3092,7,44,36,351,climbing,10,0,4,1
69,1783,5.2,5336,8,76,162,298,kneeling,12,1,1,1
92,3860,9.3,8686,0,43,171,146,lifting,8,0,0,1
92,2971,3.8,13560,0,91,78,380,lifting,10,0,1,1
101,3172,3.8,18901,5,87,175,215,sitting,8,0,4,1
77,2615,9.3,8923,8,74,120,157,climbing,6,0,3,1
101,1710,7.6,13214,4,85,147,156,kneeling,9,0,2,0
85,3058,4.4,1899,0,67,130,3,kneeling,11,1,2,1
100,3102,8.7,12819,0,32,65,430,bending,12,0,2,1
63,3208,5.9,13287,6,75,44,433,sitting,6,1,4,1
61,3594,8.6,13209,7,74,114,248,kneeling,10,0,3,0
96,2518,7.0,11105,7,54,87,236,walking,10,0,5,0
72,2833,8.7,3708,9,69,34,303,lifting,6,0,3,1
87,2614,6.5,11108,2,52,88,86,lifting,6,0,5,0
97,1701,4.3,14648,10,37,90,248,climbing,7,0,1,1
120,2521,3.5,18604,3,32,97,189,walking,7,1,4,1
118,1553,4.7,13644,3,45,76,263,climbing,8,0,2,1
86,2810,5.9,19103,6,72,166,17,bending,11,1,4,1
62,1628,3.8,12806,8,93,119,471,bending,12,0,4,1
67,2841,6.3,13205,0,31,110,138,walking,11,1,3,1
94,1936,6.9,2616,7,78,100,317,bending,6,1,4,1
93,1968,5.6,4740,4,54,139,208,lifting,10,1,2,1
67,3360,4.1,1122,6,66,136,431,walking,9,1,3,1
94,3766,5.7,11279,10,62,90,397,bending,11,1,1,2
91,3532,6.1,12815,9,99,120,316,kneeling,6,0,5,1
74,2628,5.2,5350,3,91,56,427,climbing,7,0,3,1
87,2603,6.6,11149,9,33,164,331,climbing,6,1,3,1
116,2156,6.8,8657,6,47,115,275,lifting,11,1,1,1
72,1855,7.4,3689,10,45,49,346,walking,8,1,0,1
112,1947,9.2,1157,2,82,159,148,climbing,7,1,2,1
89,3866,8.2,15601,2,42,88,394,kneeling,12,0,3,1
108,3057,4.0,14346,8,40,73,177,kneeling,10,1,5,2
120,3640,9.4,9957,10,45,60,110,bending,11,1,5,2
103,3529,5.3,18292,7,59,144,140,lifting,12,1,1,1
99,3452,4.4,14758,1,82,118,208,sitting,9,1,4,1
96,1727,5.8,17606,3,57,97,76,sitting,6,0,4,1
62,3946,5.4,11936,5,29,179,459,bending,7,1,0,1
83,2029,6.6,15155,3,59,170,128,lifting,6,1,0,0
102,3349,3.8,13472,4,97,60,155,sitting,8,0,1,0
91,2931,8.6,1657,1,66,127,313,lifting,8,1,5,1
66,3054,7.6,10790,1,64,151,116,walking,9,1,4,0
77,1529,7.8,3904,3,54,48,322,climbing,10,0,0,0
99,1523,6.4,19803,5,81,56,336,sitting,8,0,2,0
97,2968,4.1,12768,5,88,78,277,climbing,12,0,3,1
95,1648,9.2,16302,2,96,130,218,bending,6,0,4,1
76,2488,8.9,17992,1,68,168,159,kneeling,7,1,5,0
70,2300,7.4,1760,9,97,38,233,lifting,12,1,5,2
119,3077,5.2,12153,0,50,35,339,lifting,9,0,2,1
82,2009,7.5,2559,8,30,161,245,walking,7,0,0,0
71,3519,7.3,13373,3,37,146,93,walking,7,1,1,0
113,3247,7.2,11616,0,53,83,74,bending,9,0,2,0
97,1696,5.1,8661,5,46,113,431,walking,7,1,5,1
118,2999,5.1,7751,0,64,83,492,kneeling,9,0,2,0
113,3012,4.1,12361,9,95,141,151,walking,9,0,5,1
84,1753,7.8,19404,9,78,70,239,sitting,6,1,0,0
76,2492,4.2,13673,4,31,47,311,kneeling,12,0,5,1
72,3278,5.7,11173,0,40,122,473,sitting,12,0,3,1
62,1672,6.0,18695,10,93,76,85,walking,10,1,1,0
83,3394,7.2,7148,8,96,111,472,kneeling,8,1,4,1
96,2184,4.4,3090,10,81,101,444,climbing,8,0,4,1
77,3323,6.3,14046,5,60,56,83,kneeling,12,1,3,1
72,3695,4.6,17071,6,74,118,395,climbing,6,0,0,0
107,1513,4.0,5181,10,29,92,114,bending,12,1,2,2
110,2361,7.3,9576,2,29,107,147,bending,10,0,2,1
78,2858,8.0,15878,4,92,159,269,bending,11,0,4,1
87,3631,9.3,19413,2,66,68,190,sitting,7,0,4,0
114,2287,9.1,9155,5,42,46,180,lifting,9,0,5,1
78,3055,6.0,1696,6,88,176,327,kneeling,12,0,5,0
76,3426,4.1,12728,7,61,136,456,lifting,6,0,5,1
118,1814,3.7,7990,0,40,75,455,lifting,11,0,1,1
97,2885,9.3,4493,2,32,136,305,kneeling,7,0,1,0
69,3775,5.6,9498,1,53,62,478,walking,9,0,5,0
68,3189,8.0,5181,1,57,97,163,walking,9,0,2,0
101,1648,5.1,5084,9,70,155,278,climbing,9,0,0,1
103,2010,7.3,4290,3,42,138,274,sitting,7,0,1,0
105,3110,4.6,12643,4,73,40,106,walking,11,1,5,2
96,2271,4.0,12181,7,30,175,232,walking,7,0,5,1
95,1910,5.6,12165,5,37,146,495,kneeling,11,1,3,2
100,2162,7.3,1216,2,47,114,219,sitting,6,0,0,0
99,3687,6.1,3565,9,67,33,246,bending,10,1,3,2
120,3830,9.4,19661,9,97,174,111,bending,10,0,4,1
101,2005,8.8,19617,4,91,147,139,climbing,6,0,1,0
102,1841,7.1,1287,0,38,104,46,sitting,8,0,3,1
114,2838,6.6,13990,3,77,83,170,walking,7,0,3,0
62,2034,6.5,14167,6,75,158,221,kneeling,8,1,1,0
64,1864,5.8,3196,0,71,120,441,lifting,8,1,3,1
73,3148,7.9,10508,3,30,34,174,sitting,9,1,0,1
102,1685,9.1,2803,10,38,148,169,kneeling,9,0,4,1
118,3735,9.4,11835,8,69,145,311,walking,8,1,1,1
76,2159,4.6,9576,9,55,115,85,bending,6,0,2,1
105,3745,6.1,14902,2,20,161,55,kneeling,6,1,0,1
101,3852,8.7,4782,5,35,107,381,lifting,8,0,2,1
110,1744,6.9,1467,10,30,91,345,sitting,9,1,5,1
70,3963,7.6,8181,6,52,48,455,walking,7,1,2,0
88,2055,5.4,9747,3,93,75,146,sitting,7,1,0,0
114,2684,4.3,1857,8,30,146,144,bending,11,1,1,2
83,2471,9.1,14112,8,63,77,231,climbing,10,0,0,0
96,1900,6.8,18987,1,41,69,157,climbing,9,0,2,1
116,2153,8.2,18593,0,97,154,0,walking,6,1,4,1
105,1562,7.1,9088,5,32,111,318,lifting,6,1,2,1
101,2373,4.9,15413,0,37,119,458,walking,7,1,4,1
90,1506,6.7,2685,4,50,149,390,climbing,8,1,1,0
109,3006,4.7,3831,7,37,39,350,lifting,8,0,1,1
74,1601,3.5,7106,5,68,177,467,climbing,8,1,2,1
118,1775,4.6,8729,1,32,121,46,kneeling,9,0,4,1
78,3709,8.0,10867,2,38,135,335,climbing,7,0,2,0
79,2369,3.6,1961,3,59,175,60,walking,6,1,3,1
100,2903,4.7,13424,6,83,52,106,climbing,8,1,5,2
72,2846,4.0,10878,5,41,77,263,bending,7,0,1,1
116,2831,7.6,11118,8,61,77,421,bending,10,1,4,1
96,2367,7.8,14314,5,76,146,161,kneeling,7,0,2,0
71,1988,7.5,17259,0,69,105,3,climbing,8,0,1,0
72,1812,5.4,2340,2,59,96,235,kneeling,7,0,3,0
116,2868,3.6,14103,3,38,157,324,lifting,7,1,4,2
67,2535,4.1,1541,10,64,62,194,kneeling,11,1,1,1
112,3193,9.1,6476,7,39,48,95,climbing,8,1,2,1
72,3087,6.4,17700,10,81,140,245,bending,8,1,3,1
100,2261,5.8,17836,6,44,31,456,lifting,11,0,1,2
74,2043,6.4,19380,8,37,54,424,climbing,6,0,5,1
120,3208,7.5,16858,1,97,175,197,lifting,8,1,4,1
66,3712,5.6,11098,7,65,138,486,lifting,9,0,1,0
94,2659,7.0,11691,2,70,37,419,climbing,10,0,1,1
92,3377,6.9,14237,1,59,51,385,lifting,10,1,3,1
64,3009,7.2,7225,2,63,145,270,kneeling,6,1,0,0
87,3828,3.6,2797,3,56,153,377,bending,12,0,0,1
71,1701,4.3,7965,0,37,89,447,kneeling,11,1,5,1
96,2853,7.7,4190,10,37,69,487,lifting,9,0,1,1
72,1687,8.2,8946,5,90,68,113,walking,10,1,0,0
66,1991,9.2,17289,7,51,168,421,bending,9,0,3,0
95,3416,5.8,15339,8,40,92,200,lifting,11,1,1,2
68,3929,8.1,14372,5,33,107,130,bending,8,1,2,1
89,2609,4.7,14203,2,22,127,270,lifting,8,1,4,1
99,2005,7.0,15386,2,26,74,431,kneeling,10,0,0,0
73,1541,8.1,17964,4,50,85,299,lifting,8,0,4,0
105,3751,4.2,3472,10,76,135,127,walking,6,1,0,1
89,2645,6.9,12133,0,56,102,122,walking,9,0,4,0
70,3836,6.9,1195,2,86,101,499,bending,8,0,3,0
65,3047,7.1,14384,2,54,44,266,bending,10,1,0,1
120,3252,4.9,8881,8,33,80,250,lifting,11,1,3,2
105,2705,4.0,8959,7,72,70,89,climbing,12,1,4,2
77,2000,7.8,5214,5,88,83,269,sitting,6,1,1,0
80,3519,6.6,4886,6,56,101,365,climbing,9,1,3,1
66,2278,4.5,2923,1,27,75,426,kneeling,11,0,2,1
93,2896,7.6,4225,8,67,164,41,lifting,12,0,0,1
78,3072,3.8,7269,5,51,116,324,kneeling,9,0,4,0
97,1560,4.1,9869,0,88,59,434,walking,11,0,2,1
87,2433,8.4,14078,7,68,131,25,walking,9,0,3,0
95,3888,4.6,18323,10,91,172,140,climbing,10,1,0,1
94,1814,8.6,7512,8,49,108,255,bending,9,0,2,1
65,1551,7.4,9372,7,49,30,321,kneeling,6,0,4,1
70,1886,4.8,3576,4,85,74,159,bending,12,0,5,1
79,2458,3.6,10685,4,68,175,237,kneeling,11,1,1,1
110,2842,6.9,8243,4,94,34,389,lifting,6,1,3,1
93,3994,4.9,10068,5,20,45,132,lifting,10,1,0,2
102,1854,4.7,2434,3,23,143,397,climbing,12,1,0,2
90,1517,5.8,4482,6,71,172,375,sitting,12,1,2,1
110,3705,7.5,5439,10,23,163,250,walking,10,1,4,1
118,1790,6.6,18516,6,93,130,309,walking,7,1,2,0
117,2548,3.8,13120,7,38,109,255,climbing,7,0,1,1
109,3837,6.0,7423,10,71,69,13,bending,10,0,3,1
60,2616,7.0,10651,1,81,70,442,walking,6,0,0,0
88,1728,7.7,13791,6,87,126,124,climbing,7,0,5,0
94,2986,8.2,19873,3,64,161,481,sitting,11,0,2,0
90,1661,8.2,12999,7,31,70,425,climbing,8,1,2,1
84,2639,4.1,15037,5,70,129,214,climbing,6,1,3,1
109,1959,9.3,4895,2,24,156,9,lifting,10,0,5,1
81,3656,8.1,7283,5,92,138,251,bending,10,0,3,0
71,2980,7.8,12110,2,64,147,215,lifting,8,0,5,0
105,2473,4.6,17818,10,53,167,24,kneeling,9,0,4,1
87,3615,7.9,7264,0,52,82,143,walking,7,1,4,0
83,2388,4.3,5059,0,28,91,112,kneeling,10,0,0,0
96,1556,5.2,2554,3,82,137,176,kneeling,8,0,0,0
117,2745,3.8,12113,6,62,30,75,sitting,9,1,0,1
103,3948,3.8,11646,9,27,66,349,climbing,11,0,2,2
85,2290,5.9,3228,9,93,58,264,walking,12,1,2,1
93,3715,4.6,5360,6,95,136,40,climbing,11,0,3,1
88,3445,8.8,15923,7,60,77,306,climbing,11,1,5,1
110,2236,7.6,4252,5,54,168,323,kneeling,9,0,5,0
100,2584,4.1,5530,4,61,71,407,climbing,12,1,0,1
83,1656,8.3,16482,5,63,40,164,climbing,7,1,2,1
113,3688,4.0,18585,8,69,143,264,kneeling,11,1,0,1
66,2424,8.8,4699,9,45,164,236,lifting,9,1,5,1
65,2723,8.8,1719,1,50,100,428,kneeling,12,1,1,0
95,2214,6.8,3462,4,22,104,199,walking,8,1,4,1
87,2302,8.3,15419,2,47,135,339,walking,9,0,1,0
63,3554,7.5,1377,3,59,111,397,sitting,8,1,5,0
92,2660,8.3,9159,2,28,40,443,kneeling,8,1,4,1
84,3802,6.0,16963,7,44,44,400,climbing,10,0,4,1
99,1811,7.7,19714,9,84,101,203,climbing,9,0,3,1
61,3944,6.9,4869,1,25,85,365,sitting,9,0,2,0
90,3129,4.3,2859,10,96,38,72,kneeling,6,1,3,1
108,3918,9.3,12253,5,22,36,411,lifting,12,1,2,2
77,1801,5.6,13525,10,50,40,483,sitting,11,1,1,1
91,3027,6.1,7140,0,40,59,230,sitting,10,0,4,1
73,3811,7.7,11499,3,78,37,60,bending,7,1,5,1
85,1618,9.3,15955,2,20,85,78,bending,8,0,1,0
74,3406,8.8,16781,5,73,155,243,kneeling,8,1,3,0
115,3733,5.5,7102,4,34,105,258,sitting,7,1,5,1
95,3975,6.5,19032,0,82,142,183,climbing,12,1,3,1
110,2911,6.7,15384,8,67,130,420,sitting,8,0,5,1
97,2235,5.2,15694,9,50,97,197,kneeling,11,0,5,1
99,3791,9.2,3988,6,64,66,93,bending,10,1,1,1
80,1941,4.0,16300,7,87,130,123,sitting,11,0,2,0
78,3792,8.9,16899,7,58,143,481,climbing,12,0,4,1
88,1816,9.2,1597,3,28,164,274,climbing,12,0,3,1
91,3828,9.2,2794,6,89,159,406,kneeling,11,1,3,1
102,2658,7.9,6725,0,62,37,340,sitting,9,1,3,1
71,2090,8.4,14279,3,53,134,169,lifting,10,1,2,0
109,1964,5.6,3814,2,28,105,456,lifting,11,0,5,2
93,2013,7.3,17443,10,81,42,272,bending,12,1,5,2
92,3249,5.4,4540,10,52,141,429,climbing,12,0,0,1
91,1557,8.3,12466,9,50,136,237,lifting,6,1,2,1
104,2175,4.6,11100,1,37,97,197,sitting,8,0,5,1
102,3962,5.7,16935,8,77,80,470,sitting,6,1,4,1
75,2071,3.5,6895,2,79,61,42,walking,11,0,4,1
63,1745,4.4,10110,9,86,43,16,bending,12,1,3,2
103,2790,8.4,11907,5,77,154,126,sitting,11,0,1,0
95,2239,4.9,3237,3,36,46,281,bending,7,1,3,2
97,2575,7.2,9158,5,95,161,328,lifting,10,1,3,1
98,3613,8.4,17293,3,37,177,400,climbing,8,1,2,1
87,2080,6.3,7211,7,26,66,132,sitting,9,1,2,0
96,3719,9.4,1953,9,27,127,204,lifting,10,1,3,2
93,2312,9.3,14653,2,74,104,207,bending,8,1,1,1
77,2597,8.1,13741,3,30,66,372,kneeling,11,1,1,1
103,1675,7.0,6660,7,59,179,125,bending,10,0,4,1
93,1877,7.6,5693,2,24,76,490,lifting,8,0,1,1
101,3579,5.6,7888,6,85,101,16,sitting,8,0,5,1
84,2859,4.5,8534,7,21,30,392,kneeling,12,1,3,2
90,3022,4.0,2767,0,46,75,81,bending,9,0,3,1
75,2675,8.1,16213,8,56,91,82,climbing,9,1,4,1
79,3229,5.1,8183,1,27,83,71,walking,7,1,2,1
75,3329,7.8,16764,3,27,121,280,sitting,10,0,0,0
99,3231,8.8,10097,5,97,137,279,walking,7,1,1,0
65,2057,7.6,3619,2,65,123,482,kneeling,10,0,5,0
99,2189,7.6,1686,7,89,60,136,lifting,7,1,3,1
61,3189,6.2,2916,7,83,77,430,sitting,8,1,2,0
107,3420,5.5,15355,1,33,89,429,lifting,8,1,4,2
113,3492,4.8,2359,2,58,70,198,sitting,8,1,1,1
96,2645,9.3,18312,4,67,161,109,bending,6,0,4,1
60,2287,8.6,19179,10,64,158,364,climbing,7,1,1,1
103,2267,7.7,16517,5,24,77,251,bending,6,0,3,1
79,2254,4.2,1219,2,50,170,399,climbing,12,0,4,1
113,3741,3.7,9172,6,73,108,291,climbing,6,1,5,1
99,2781,7.0,1086,10,100,59,288,climbing,11,1,1,2
107,2481,5.6,5703,3,94,115,403,lifting,7,0,0,1
115,1994,8.8,17671,7,20,41,491,lifting,6,0,1,1
68,1725,5.7,5301,2,25,168,300,walking,10,1,3,1
109,1701,6.7,18312,0,57,138,196,lifting,12,1,0,1
113,1563,8.7,10371,7,88,76,134,climbing,12,1,4,1
99,1908,8.1,16960,3,92,41,404,climbing,9,1,0,1
107,3150,6.6,17471,5,79,139,398,lifting,7,1,1,1
67,3239,3.6,12415,0,39,108,460,sitting,6,1,1,1
68,3396,8.2,2992,10,64,69,432,sitting,6,1,4,1
112,2553,8.2,11287,6,58,127,274,climbing,9,1,3,1
109,2541,6.0,4935,4,41,159,156,lifting,6,0,0,1
113,1949,4.8,15535,4,44,144,261,sitting,9,0,0,1
108,3444,4.9,6842,3,43,67,166,bending,11,0,1,1
90,3251,8.2,6388,10,38,83,368,walking,8,1,0,1
67,2902,5.2,16424,7,71,124,236,kneeling,9,1,0,0
62,1706,3.7,12517,9,31,61,271,climbing,7,1,3,2
98,2477,7.2,7753,4,85,177,43,sitting,6,0,3,0
97,3092,9.3,8382,1,60,118,324,sitting,11,0,5,1
61,3561,6.4,17327,5,78,114,50,bending,7,0,4,0
119,2414,7.9,19073,2,44,155,27,bending,11,1,2,1
76,3089,6.7,11475,0,33,80,323,kneeling,6,0,4,0
83,2721,8.6,18994,4,42,87,82,climbing,11,1,2,1
89,1688,3.9,15706,3,49,154,338,lifting,6,0,3,1
83,2288,5.9,12337,4,92,154,42,walking,9,0,0,0
100,1655,6.7,13716,2,81,149,160,climbing,12,0,3,1
104,1590,5.3,17562,6,98,129,5,kneeling,8,1,3,1
115,1910,4.0,19223,2,90,177,66,lifting,11,0,3,1
80,3558,6.1,8188,5,91,90,11,kneeling,9,1,1,0
72,3045,4.7,9580,9,37,158,322,kneeling,9,0,4,1
103,3155,4.2,16560,5,70,169,221,walking,8,1,5,1
77,3922,9.3,10167,10,41,74,14,climbing,12,0,2,1
109,2905,6.7,8884,0,21,80,409,sitting,10,0,5,1
104,3760,8.2,13066,6,100,92,130,bending,8,0,5,1
114,1660,6.5,12402,3,57,172,468,kneeling,7,0,4,0
113,2263,6.1,6360,7,76,159,401,walking,8,0,3,0
97,2269,4.3,17447,1,91,52,197,bending,9,0,3,1
88,1884,4.2,8402,4,25,74,27,climbing,12,0,3,1
64,3540,5.4,15909,4,33,151,320,kneeling,6,1,5,1
93,1523,3.6,3037,0,21,53,116,walking,6,0,5,1
67,2631,8.4,1603,4,21,50,47,bending,12,0,5,1
96,2162,4.2,19303,1,94,68,238,climbing,7,1,2,1
75,3336,7.8,10469,5,68,49,265,bending,11,1,3,1
95,3848,8.8,13232,10,89,80,105,climbing,8,1,2,1
91,1682,9.1,4416,4,85,148,379,bending,6,0,5,1
103,3994,8.0,17741,3,48,163,454,walking,12,1,2,1
87,1996,6.9,18520,10,94,126,278,lifting,7,1,3,1
86,3876,4.2,19810,9,40,147,445,climbing,11,0,5,2
113,3557,8.4,14904,6,65,146,471,sitting,10,1,2,0
113,3945,6.2,11477,9,79,155,222,climbing,7,0,0,1
117,3393,5.4,14483,8,37,79,335,bending,7,1,1,2
113,2417,6.9,10143,7,56,53,474,bending,11,0,3,1
91,3803,6.5,12070,7,26,144,125,bending,12,1,2,1
113,3149,3.5,12776,2,30,147,449,walking,7,0,1,1
73,1512,7.3,17841,7,91,179,85,bending,10,0,1,0
105,2140,7.0,12354,5,83,131,316,walking,6,0,3,0
112,1630,6.1,3242,10,96,32,213,walking,7,0,2,1
107,2655,4.8,11045,4,99,50,288,climbing,8,1,0,1
100,3736,9.3,10347,8,70,154,63,lifting,11,1,1,1
78,3997,6.7,11361,9,68,91,131,walking,9,1,5,1
114,1692,9.3,9212,1,73,66,323,bending,12,1,3,1
71,2589,3.6,13433,2,91,156,29,lifting,11,0,1,1
114,1913,5.7,14046,6,77,45,32,bending,12,0,4,2
89,1986,6.3,1237,4,62,176,410,kneeling,7,0,3,0
111,1821,9.0,19032,10,22,68,88,lifting,7,0,4,1
97,3128,3.7,2145,3,59,128,55,bending,6,1,1,1
78,1868,9.1,16809,4,31,101,208,sitting,8,1,2,0
65,2250,9.3,7764,5,66,180,38,climbing,12,1,5,1
99,1856,5.6,14456,6,44,36,353,walking,9,0,1,1
92,3187,7.8,17677,6,62,34,27,climbing,8,1,1,1
80,2234,8.9,11389,10,20,46,290,lifting,9,1,1,1
85,2563,6.3,13872,10,75,139,432,bending,12,1,3,1
92,1905,8.4,7814,4,28,109,407,sitting,7,1,2,1
95,3274,5.1,3124,10,60,85,177,lifting,10,0,5,1
76,2304,9.3,3486,8,55,40,485,climbing,7,0,4,1
105,2554,7.3,14239,5,32,82,74,climbing,6,0,0,1
79,3887,4.1,6667,6,55,90,494,kneeling,8,1,5,1
61,3998,6.9,19869,2,22,122,24,kneeling,6,1,1,0
75,3820,7.6,5961,10,51,130,65,sitting,10,0,1,0
115,3762,6.1,17043,1,34,73,362,sitting,10,0,1,0
92,2367,3.5,1871,6,42,91,388,kneeling,6,0,5,1
99,2196,5.1,4799,6,83,176,45,climbing,9,1,0,1
103,3847,6.1,17103,9,30,54,241,walking,10,0,1,1
74,2836,6.9,9156,3,66,82,42,sitting,7,1,3,0
70,3725,8.6,5498,4,65,35,394,sitting,11,0,4,1
76,1924,5.1,15624,10,83,53,387,climbing,10,0,4,1
102,3998,6.7,3540,8,36,104,146,climbing,10,0,0,1
85,2297,5.8,16997,0,47,163,220,bending,8,1,1,1
69,2165,4.8,5556,2,52,70,438,climbing,7,1,4,1
106,2379,5.9,3575,2,63,94,53,sitting,8,0,4,1
109,3487,9.1,18743,4,81,118,312,lifting,8,1,3,1
78,1869,6.2,11229,3,54,98,39,lifting,8,1,4,1
79,1637,5.8,11542,2,64,85,90,kneeling,7,0,2,0
79,2600,7.5,8600,4,67,60,295,kneeling,8,1,0,0
108,3753,7.4,15731,7,60,97,252,walking,11,0,5,1
80,3345,3.7,15022,6,42,118,405,bending,6,0,5,1
87,2209,4.6,10855,3,77,143,63,sitting,10,1,4,1
119,3449,4.5,17973,4,94,63,219,lifting,8,0,4,1
115,2473,3.5,14925,8,37,43,440,kneeling,12,0,4,2
71,1587,7.8,17457,0,96,158,263,walking,7,0,4,0
112,2029,5.6,4768,0,95,100,392,walking,7,1,5,1
76,3511,6.9,7933,0,40,155,443,kneeling,7,0,1,0
80,1855,3.6,6499,2,81,173,473,walking,12,1,3,1
96,3837,8.5,18217,3,62,94,475,walking,7,1,0,0
74,2229,8.5,10818,0,90,31,438,bending,9,1,5,1
62,1551,4.9,18503,1,82,57,402,sitting,6,1,4,1
80,2107,5.3,1442,8,85,173,407,kneeling,8,0,5,1
63,3717,5.5,12735,1,43,65,330,kneeling,9,1,0,1
61,3845,7.0,15965,4,93,101,470,lifting,6,1,0,0
83,3886,8.9,8690,6,57,158,368,climbing,7,1,1,0
104,2908,7.2,1700,1,38,110,308,kneeling,9,1,4,1
104,2334,5.1,8512,2,92,143,276,bending,9,1,0,1
81,2778,9.4,7033,9,63,112,411,climbing,6,1,3,1
102,3534,3.8,16326,1,96,51,379,bending,11,0,1,1
83,2272,4.8,8299,5,99,68,58,bending,9,0,1,0
77,1545,9.2,3839,5,61,166,492,bending,10,1,3,1
75,1951,9.4,9915,10,48,168,238,lifting,9,0,0,1
81,2744,4.4,4797,1,86,158,317,sitting,10,1,4,1
105,1969,7.2,13661,5,94,115,60,climbing,7,0,3,1
101,3097,6.0,18980,1,55,87,45,walking,12,1,2,1
61,1502,7.7,19573,8,27,59,422,lifting,6,1,1,1
95,2174,4.6,9892,3,40,128,177,sitting,10,1,0,1
102,3604,7.1,17419,1,94,154,256,bending,11,1,2,1
64,3343,7.1,12349,4,50,132,296,kneeling,12,0,5,0
117,2374,5.1,9407,8,96,82,14,sitting,10,1,0,1
93,1691,7.1,3276,0,20,136,300,sitting,9,0,4,1
94,2384,4.6,7247,1,70,150,301,walking,9,1,2,1
61,2473,7.7,15645,5,20,116,288,kneeling,10,0,5,0
120,3263,5.2,17904,1,27,126,229,lifting,6,0,3,1
99,3039,5.7,1578,5,97,71,424,lifting,10,1,2,1
73,3543,5.2,9897,5,65,166,100,kneeling,7,0,4,0
83,3280,5.8,11887,4,92,92,130,climbing,10,0,1,0
109,3180,6.6,17841,1,20,150,321,bending,11,1,5,2
100,2476,4.6,3651,9,79,40,321,walking,6,1,5,2
109,3651,4.2,14887,2,51,74,167,sitting,10,0,0,0
101,1976,4.5,15413,7,73,55,451,sitting,12,0,4,1
61,3342,9.5,9719,4,36,97,199,climbing,9,0,0,0
76,2069,8.3,12311,9,76,135,161,climbing,6,0,2,0
76,2721,8.7,18860,4,76,175,340,sitting,6,1,0,0
76,3849,8.6,1584,1,53,37,354,kneeling,6,1,2,0
119,2731,5.4,19725,6,41,125,74,lifting,9,1,1,1
95,3370,8.4,8113,9,26,147,461,climbing,9,1,3,2
82,2121,8.6,10748,2,21,91,53,sitting,9,1,0,0
85,2921,8.2,3152,1,36,101,188,lifting,12,1,3,1
95,2457,6.1,11724,0,99,137,376,kneeling,6,0,4,0
68,2099,6.3,14711,6,41,82,438,kneeling,11,0,2,0
71,3218,3.5,16109,10,77,74,439,climbing,8,1,4,1
64,2335,4.3,15241,1,44,115,335,sitting,7,1,0,1
65,3756,4.3,7627,10,36,44,26,walking,8,0,0,1
77,3134,6.3,11121,0,78,54,278,bending,12,1,1,1
74,1963,8.1,12145,6,57,159,112,sitting,12,1,1,0
120,3775,8.8,12124,3,33,160,132,kneeling,12,0,1,1
84,2678,6.9,4629,5,39,180,212,sitting,8,1,0,0
84,3072,4.7,7856,0,46,63,82,lifting,9,0,3,1
60,1891,6.6,3742,5,63,155,134,bending,6,0,2,0
66,2230,4.1,18896,3,44,104,7,bending,6,1,4,1
105,1796,7.1,10965,4,63,123,451,climbing,9,1,4,1
108,3043,4.4,7607,6,77,56,52,climbing,6,0,0,1
74,2749,9.4,16714,4,35,143,174,climbing,8,0,1,0
60,1693,9.1,7059,4,42,63,118,climbing,6,1,3,1
79,2433,9.4,7311,5,30,145,320,bending,7,0,0,0
64,2797,4.3,6298,7,21,178,108,bending,6,1,3,1
87,2551,4.3,4821,1,83,92,38,lifting,6,0,4,1
115,1969,3.7,9598,6,24,42,420,sitting,7,0,2,1
97,2894,8.5,14683,8,71,118,45,lifting,7,1,1,1
90,2243,4.3,18344,3,93,76,377,kneeling,6,0,2,0
110,2378,4.6,9777,8,89,169,443,lifting,9,1,4,2
112,3284,5.6,16503,6,60,109,109,kneeling,8,0,4,1
96,1909,5.0,8734,1,41,105,175,bending,7,1,3,2
76,3883,7.7,3156,1,71,38,372,kneeling,8,1,4,1
103,1993,6.8,5751,2,47,98,347,sitting,11,1,2,1
89,2737,6.7,18211,5,70,109,154,sitting,6,1,1,0
67,3007,6.3,4049,4,36,127,367,lifting,9,0,1,0
72,3872,4.0,8677,8,36,142,206,sitting,11,1,0,1
120,2041,4.8,12521,5,53,123,378,bending,7,1,5,1
96,1957,8.5,15466,2,21,135,406,climbing,9,0,0,1
120,3387,6.9,8903,9,98,84,130,climbing,10,1,1,1
63,3461,5.6,7950,9,34,52,389,bending,12,0,4,2
119,2147,6.6,19495,1,85,83,452,bending,8,0,3,1
75,3549,5.3,11546,5,21,122,18,climbing,10,0,2,1
66,1854,5.1,5361,7,84,115,202,bending,9,0,0,0
90,3108,9.1,16140,2,59,88,418,kneeling,12,0,2,0
77,2985,6.0,12498,1,54,145,175,walking,11,0,0,0
78,2563,5.8,7960,3,89,96,164,sitting,8,1,0,0
65,2012,7.4,5580,1,98,163,331,kneeling,8,0,1,0
65,2024,9.3,12727,9,51,44,283,kneeling,10,0,0,0
96,2122,7.4,7072,2,25,72,367,sitting,6,1,3,1
86,3925,6.1,14233,8,45,170,81,kneeling,7,1,5,1
86,3336,5.2,1602,10,20,153,249,walking,8,1,4,1
102,3177,4.6,12470,9,22,59,72,lifting,7,1,2,2
118,2273,3.8,6301,5,48,94,350,walking,9,1,3,1
87,3881,4.8,3016,6,80,114,468,climbing,8,1,0,1
